Candidate,FolderName,FullPath,seed,split,geo,variant,variant_base,tightened,scene,engine,K,mpc_batch,controller,threshold,backbone,generation,path_K,n_trials,goal_radius,epoch,projection,record,device,max_episode_length,flow_steps
31,corridor|af|K5|bbsit,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit/Eaf_K5_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-t,dpcc-t,False,corridor,af,5.0,4.0,pid_stopgo,0.5,sit,Gen15,5.0,10.0,0.3,best,fm_only,none,cuda,,5.0
31,corridor|af|K5|bbsit,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit/Eaf_K5_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-t-tightened,dpcc-t,True,corridor,af,5.0,4.0,pid_stopgo,0.5,sit,Gen15,5.0,10.0,0.3,best,fm_only,none,cuda,,5.0
31,corridor|af|K5|bbsit,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit/Eaf_K5_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,geo_free,geo_free,False,corridor,af,5.0,4.0,pid_stopgo,0.5,sit,Gen15,5.0,10.0,0.3,best,fm_only,none,cuda,,5.0
31,corridor|af|K5|bbsit,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit/Eaf_K5_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,geo_free-bounds_free,geo_free-bounds_free,False,corridor,af,5.0,4.0,pid_stopgo,0.5,sit,Gen15,5.0,10.0,0.3,best,fm_only,none,cuda,,5.0
31,corridor|af|K5|bbsit,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit/Eaf_K5_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,geo_free-model_free,geo_free-model_free,False,corridor,af,5.0,4.0,pid_stopgo,0.5,sit,Gen15,5.0,10.0,0.3,best,fm_only,none,cuda,,5.0
31,corridor|af|K5|bbsit,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit/Eaf_K5_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,gradient,gradient,False,corridor,af,5.0,4.0,pid_stopgo,0.5,sit,Gen15,5.0,10.0,0.3,best,fm_only,none,cuda,,5.0
31,corridor|af|K5|bbsit,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit/Eaf_K5_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,gradient-tightened,gradient,True,corridor,af,5.0,4.0,pid_stopgo,0.5,sit,Gen15,5.0,10.0,0.3,best,fm_only,none,cuda,,5.0
31,corridor|af|K5|bbsit,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit/Eaf_K5_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,hardflow_new-c,hardflow_new-c,False,corridor,af,5.0,4.0,pid_stopgo,0.5,sit,Gen15,5.0,10.0,0.3,best,fm_only,none,cuda,,5.0
31,corridor|af|K5|bbsit,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit/Eaf_K5_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,hardflow_new-r,hardflow_new-r,False,corridor,af,5.0,4.0,pid_stopgo,0.5,sit,Gen15,5.0,10.0,0.3,best,fm_only,none,cuda,,5.0
31,corridor|af|K5|bbsit,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit/Eaf_K5_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,hardflow_new-t,hardflow_new-t,False,corridor,af,5.0,4.0,pid_stopgo,0.5,sit,Gen15,5.0,10.0,0.3,best,fm_only,none,cuda,,5.0
31,corridor|af|K5|bbsit,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit/Eaf_K5_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free,model_free,False,corridor,af,5.0,4.0,pid_stopgo,0.5,sit,Gen15,5.0,10.0,0.3,best,fm_only,none,cuda,,5.0
31,corridor|af|K5|bbsit,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit/Eaf_K5_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free,model_free-bounds_free,False,corridor,af,5.0,4.0,pid_stopgo,0.5,sit,Gen15,5.0,10.0,0.3,best,fm_only,none,cuda,,5.0
31,corridor|af|K5|bbsit,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit/Eaf_K5_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,model_free-bounds_free,True,corridor,af,5.0,4.0,pid_stopgo,0.5,sit,Gen15,5.0,10.0,0.3,best,fm_only,none,cuda,,5.0
31,corridor|af|K5|bbsit,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit/Eaf_K5_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-tightened,model_free,True,corridor,af,5.0,4.0,pid_stopgo,0.5,sit,Gen15,5.0,10.0,0.3,best,fm_only,none,cuda,,5.0
31,corridor|af|K5|bbsit,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit/Eaf_K5_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,post_processing,post_processing,False,corridor,af,5.0,4.0,pid_stopgo,0.5,sit,Gen15,5.0,10.0,0.3,best,fm_only,none,cuda,,5.0
31,corridor|af|K5|bbsit,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_af/H8_Dmodels.af_diffusion.AlphaFlowODE_9D_as1_ae0_bbsit/Eaf_K5_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,post_processing-tightened,post_processing,True,corridor,af,5.0,4.0,pid_stopgo,0.5,sit,Gen15,5.0,10.0,0.3,best,fm_only,none,cuda,,5.0
32,corridor|fm|K10,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K10_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,bounds_free,bounds_free,False,corridor,fm,10.0,4.0,pid_stopgo,0.5,,Gen15,10.0,10.0,0.3,latest,fm_only,none,cuda,,10.0
32,corridor|fm|K10,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K10_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,bounds_free-tightened,bounds_free,True,corridor,fm,10.0,4.0,pid_stopgo,0.5,,Gen15,10.0,10.0,0.3,latest,fm_only,none,cuda,,10.0
32,corridor|fm|K10,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K10_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,diffuser,diffuser,False,corridor,fm,10.0,4.0,pid_stopgo,0.5,,Gen15,10.0,10.0,0.3,latest,fm_only,none,cuda,,10.0
32,corridor|fm|K10,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K10_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-c,dpcc-c,False,corridor,fm,10.0,4.0,pid_stopgo,0.5,,Gen15,10.0,10.0,0.3,latest,fm_only,none,cuda,,10.0
32,corridor|fm|K10,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K10_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-c-tightened,dpcc-c,True,corridor,fm,10.0,4.0,pid_stopgo,0.5,,Gen15,10.0,10.0,0.3,latest,fm_only,none,cuda,,10.0
32,corridor|fm|K10,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K10_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-r,dpcc-r,False,corridor,fm,10.0,4.0,pid_stopgo,0.5,,Gen15,10.0,10.0,0.3,latest,fm_only,none,cuda,,10.0
32,corridor|fm|K10,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K10_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-r-tightened,dpcc-r,True,corridor,fm,10.0,4.0,pid_stopgo,0.5,,Gen15,10.0,10.0,0.3,latest,fm_only,none,cuda,,10.0
32,corridor|fm|K10,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K10_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-t,dpcc-t,False,corridor,fm,10.0,4.0,pid_stopgo,0.5,,Gen15,10.0,10.0,0.3,latest,fm_only,none,cuda,,10.0
32,corridor|fm|K10,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K10_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-t-tightened,dpcc-t,True,corridor,fm,10.0,4.0,pid_stopgo,0.5,,Gen15,10.0,10.0,0.3,latest,fm_only,none,cuda,,10.0
32,corridor|fm|K10,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K10_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,geo_free,geo_free,False,corridor,fm,10.0,4.0,pid_stopgo,0.5,,Gen15,10.0,10.0,0.3,latest,fm_only,none,cuda,,10.0
32,corridor|fm|K10,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K10_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,geo_free-bounds_free,geo_free-bounds_free,False,corridor,fm,10.0,4.0,pid_stopgo,0.5,,Gen15,10.0,10.0,0.3,latest,fm_only,none,cuda,,10.0
32,corridor|fm|K10,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K10_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,geo_free-model_free,geo_free-model_free,False,corridor,fm,10.0,4.0,pid_stopgo,0.5,,Gen15,10.0,10.0,0.3,latest,fm_only,none,cuda,,10.0
32,corridor|fm|K10,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K10_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,gradient,gradient,False,corridor,fm,10.0,4.0,pid_stopgo,0.5,,Gen15,10.0,10.0,0.3,latest,fm_only,none,cuda,,10.0
32,corridor|fm|K10,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K10_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,gradient-tightened,gradient,True,corridor,fm,10.0,4.0,pid_stopgo,0.5,,Gen15,10.0,10.0,0.3,latest,fm_only,none,cuda,,10.0
32,corridor|fm|K10,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K10_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,hardflow_new,hardflow_new,False,corridor,fm,10.0,4.0,pid_stopgo,0.5,,Gen15,10.0,10.0,0.3,latest,fm_only,none,cuda,,10.0
32,corridor|fm|K10,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K10_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,hardflow_new-c,hardflow_new-c,False,corridor,fm,10.0,4.0,pid_stopgo,0.5,,Gen15,10.0,10.0,0.3,latest,fm_only,none,cuda,,10.0
32,corridor|fm|K10,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K10_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,hardflow_new-t,hardflow_new-t,False,corridor,fm,10.0,4.0,pid_stopgo,0.5,,Gen15,10.0,10.0,0.3,latest,fm_only,none,cuda,,10.0
32,corridor|fm|K10,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K10_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free,model_free,False,corridor,fm,10.0,4.0,pid_stopgo,0.5,,Gen15,10.0,10.0,0.3,latest,fm_only,none,cuda,,10.0
32,corridor|fm|K10,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K10_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free,model_free-bounds_free,False,corridor,fm,10.0,4.0,pid_stopgo,0.5,,Gen15,10.0,10.0,0.3,latest,fm_only,none,cuda,,10.0
32,corridor|fm|K10,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K10_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,model_free-bounds_free,True,corridor,fm,10.0,4.0,pid_stopgo,0.5,,Gen15,10.0,10.0,0.3,latest,fm_only,none,cuda,,10.0
32,corridor|fm|K10,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K10_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-tightened,model_free,True,corridor,fm,10.0,4.0,pid_stopgo,0.5,,Gen15,10.0,10.0,0.3,latest,fm_only,none,cuda,,10.0
32,corridor|fm|K10,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K10_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,post_processing,post_processing,False,corridor,fm,10.0,4.0,pid_stopgo,0.5,,Gen15,10.0,10.0,0.3,latest,fm_only,none,cuda,,10.0
32,corridor|fm|K10,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K10_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,post_processing-tightened,post_processing,True,corridor,fm,10.0,4.0,pid_stopgo,0.5,,Gen15,10.0,10.0,0.3,latest,fm_only,none,cuda,,10.0
33,corridor|fm|K1,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,bounds_free,bounds_free,False,corridor,fm,1.0,4.0,pid_stopgo,0.5,,Gen15,1.0,10.0,0.3,latest,fm_only,none,cuda,,1.0
33,corridor|fm|K1,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,bounds_free-tightened,bounds_free,True,corridor,fm,1.0,4.0,pid_stopgo,0.5,,Gen15,1.0,10.0,0.3,latest,fm_only,none,cuda,,1.0
33,corridor|fm|K1,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,diffuser,diffuser,False,corridor,fm,1.0,4.0,pid_stopgo,0.5,,Gen15,1.0,10.0,0.3,latest,fm_only,none,cuda,,1.0
33,corridor|fm|K1,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-c,dpcc-c,False,corridor,fm,1.0,4.0,pid_stopgo,0.5,,Gen15,1.0,10.0,0.3,latest,fm_only,none,cuda,,1.0
33,corridor|fm|K1,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-c-tightened,dpcc-c,True,corridor,fm,1.0,4.0,pid_stopgo,0.5,,Gen15,1.0,10.0,0.3,latest,fm_only,none,cuda,,1.0
33,corridor|fm|K1,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-r,dpcc-r,False,corridor,fm,1.0,4.0,pid_stopgo,0.5,,Gen15,1.0,10.0,0.3,latest,fm_only,none,cuda,,1.0
33,corridor|fm|K1,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-r-tightened,dpcc-r,True,corridor,fm,1.0,4.0,pid_stopgo,0.5,,Gen15,1.0,10.0,0.3,latest,fm_only,none,cuda,,1.0
33,corridor|fm|K1,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-t,dpcc-t,False,corridor,fm,1.0,4.0,pid_stopgo,0.5,,Gen15,1.0,10.0,0.3,latest,fm_only,none,cuda,,1.0
33,corridor|fm|K1,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-t-tightened,dpcc-t,True,corridor,fm,1.0,4.0,pid_stopgo,0.5,,Gen15,1.0,10.0,0.3,latest,fm_only,none,cuda,,1.0
33,corridor|fm|K1,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,geo_free,geo_free,False,corridor,fm,1.0,4.0,pid_stopgo,0.5,,Gen15,1.0,10.0,0.3,latest,fm_only,none,cuda,,1.0
33,corridor|fm|K1,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,geo_free-bounds_free,geo_free-bounds_free,False,corridor,fm,1.0,4.0,pid_stopgo,0.5,,Gen15,1.0,10.0,0.3,latest,fm_only,none,cuda,,1.0
33,corridor|fm|K1,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,geo_free-model_free,geo_free-model_free,False,corridor,fm,1.0,4.0,pid_stopgo,0.5,,Gen15,1.0,10.0,0.3,latest,fm_only,none,cuda,,1.0
33,corridor|fm|K1,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,gradient,gradient,False,corridor,fm,1.0,4.0,pid_stopgo,0.5,,Gen15,1.0,10.0,0.3,latest,fm_only,none,cuda,,1.0
33,corridor|fm|K1,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,gradient-tightened,gradient,True,corridor,fm,1.0,4.0,pid_stopgo,0.5,,Gen15,1.0,10.0,0.3,latest,fm_only,none,cuda,,1.0
33,corridor|fm|K1,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,hardflow_new,hardflow_new,False,corridor,fm,1.0,4.0,pid_stopgo,0.5,,Gen15,1.0,10.0,0.3,latest,fm_only,none,cuda,,1.0
33,corridor|fm|K1,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,hardflow_new-c,hardflow_new-c,False,corridor,fm,1.0,4.0,pid_stopgo,0.5,,Gen15,1.0,10.0,0.3,latest,fm_only,none,cuda,,1.0
33,corridor|fm|K1,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,hardflow_new-t,hardflow_new-t,False,corridor,fm,1.0,4.0,pid_stopgo,0.5,,Gen15,1.0,10.0,0.3,latest,fm_only,none,cuda,,1.0
33,corridor|fm|K1,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free,model_free,False,corridor,fm,1.0,4.0,pid_stopgo,0.5,,Gen15,1.0,10.0,0.3,latest,fm_only,none,cuda,,1.0
33,corridor|fm|K1,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free,model_free-bounds_free,False,corridor,fm,1.0,4.0,pid_stopgo,0.5,,Gen15,1.0,10.0,0.3,latest,fm_only,none,cuda,,1.0
33,corridor|fm|K1,/u/home/llim/FMPCC/FM-PCC/logs/UAV_MIX/uav-corridor/plans/mix_uav_fm/H8_Dmodels.diffusion.FlowMatchingODE_9D/Efm_K1_mpc4_pid_stopgo_T0.5,6,test,corridor_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-bounds_free-tightened,model_free-bounds_free,True,corridor,fm,1.0,4.0,pid_stopgo,0.5,,Gen15,1.0,10.0,0.3,latest,fm_only,none,cuda,,1.0
