Rank,Candidate,Folder,Accuracy (%),Accuracy Std (%),Time (ms),Time Std (ms),Robustness
1,53,H8_K2_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,80.55555555555554,,0.03847298658473972,,1.049503709052601
2,59,H8_K10_Meuler_T1_Dmodels.diffusion.GaussianDiffusion,79.44444444444443,,0.8990273001022899,,1.7082914932769022
3,50,H8_K1_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,77.77777777777777,,0.02810464840237231,,0.8270354601109431
4,1,H8_K20_Meuler_T0.5_Dfm_visual_avoiding.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,75.0,,9.212572100576624,,0.5168448687485785
5,4,H8_K20_Meuler_T0.5_Dfm_visual_avoiding.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4_filmv2,75.0,,4.03206348055337,,2.197861748206062
6,5,H8_K20_T0.5_Ddiffuser_visual_avoiding.models.visual_gaussian_diffusion.VisualGaussianDiffusion_VTrue_steps200_mpc4,75.0,,0.4862641585061558,,1.0712038919393247
7,10,H8_K20_Dmodels.GaussianDiffusion_aw10_thres0.5,75.0,,0.5175123132645304,,1.9919415286207243
8,12,H8_K20_T1_Dmodels.GaussianDiffusion_aw10,75.0,,0.5201762223903509,,1.9920117916359223
9,47,H8_K2_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,75.0,,0.037101893198280084,,0.7652321781791803
10,28,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,72.22222222222223,,0.4268377768013521,,0.8536290085689694
11,57,H8_K5_Meuler_T0.5_Dmodels.diffusion.FlowMatchingODE,72.22222222222221,,0.11112404904204988,,1.3088817645321729
12,58,H8_K10_Dmodels.diffusion.GaussianDiffusion,70.55555555555556,,0.18355172235159142,,2.323974764364599
13,61,H8_K20_Meuler_Dmodels.diffusion.GaussianDiffusion,69.44444444444446,,0.49301990236978027,,2.888529208032919
14,60,H8_K1_Meuler_T0.5_Dmodels.diffusion.GaussianDiffusion,68.33333333333333,,0.018548036005825972,,1.4598089866036768
15,63,H8_K10_Meuler_Dmodels.diffusion.GaussianDiffusion,68.33333333333333,,0.18497272888690708,,2.049428120359858
16,56,H8_K20_Meuler_T0.5_Dmodels.diffusion.FlowMatchingODE,67.77777777777777,,0.5251500647330564,,2.231446526375333
17,62,H8_K5_Mmidpoint_Dmodels.diffusion.GaussianDiffusion,67.77777777777777,,0.1503797588533413,,2.2035084806674634
18,11,H8_K20_T0.5_Dmodels.GaussianDiffusion_aw1,66.66666666666666,,0.5470724177739555,,1.9240581088997533
19,14,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,66.66666666666666,,0.4959228520052386,,1.5801486856638232
20,15,H8_K2_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,66.66666666666666,,0.060289406941576064,,0.9066474575120341
21,45,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,66.66666666666666,,0.387435829152581,,1.1157248993535167
22,54,H8_K2_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,66.66666666666666,,0.03774597146579633,,1.8188397576865314
23,29,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,63.88888888888889,,0.6384359424032199,,1.9595846239101324
24,46,H8_K1_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,63.88888888888889,,0.0317856329120872,,1.076349751568058
25,7,H8_K10_Dmodels.GaussianDiffusion_aw10_thres0.5,63.33333333333333,,0.29867651375087007,,1.8607837442932074
26,2,(old_no_mpc_traj)H8_K20_Meuler_T0.5_Dfm_visual_avoiding.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4,61.61616161616163,,8.094547430308419,,2.0408155975726667
27,49,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,61.111111111111114,,0.3766862058524654,,1.693321451337609
28,48,H8_K50_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,61.11111111111111,,2.826400634090572,,0.8651696003916114
29,13,H8_K10_Meuler_T0.5_Dmodels.diffusion.GaussianDiffusion,58.333333333333336,,0.17482318375552167,,1.9677301933681186
30,16,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,58.333333333333336,,0.4550292989258491,,1.8136583153606847
31,6,H8_K20_T0.5_Ddiffuser_visual_avoiding.models.visual_gaussian_diffusion.VisualGaussianDiffusion_VTrue_steps200_mpc4,56.666666666666664,,0.5660697696761865,,1.9548480255231746
32,51,H8_K2_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,55.55555555555557,,0.038863297858102504,,0.9637674674339041
33,22,H8_K20_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,55.55555555555556,,1.109663479038443,,1.7573098243613472
34,17,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,52.77777777777778,,0.48172675408790183,,1.8614680102926522
35,3,H8_K20_Meuler_T0.5_Dfm_visual_avoiding.models.visual_gaussian_diffusion.VisualFlowMatching_VTrue_mpc4_filmv1,50.0,,0.8241979767380122,,1.8683474537588556
36,27,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,49.99999999999999,,0.5212479080327758,,1.4857273369094053
37,21,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,47.22222222222223,,0.4277725139594925,,1.9818544478506035
38,30,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,47.22222222222223,,0.6027880989306985,,2.17683864771455
39,24,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,47.222222222222214,,0.4883378997298318,,1.6845225035021054
40,25,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,47.222222222222214,,0.5010685531442934,,1.9389621579594283
41,26,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,47.222222222222214,,0.5523157985964927,,1.0587206540277765
42,40,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,47.222222222222214,,0.6386795671910493,,2.738823357342205
43,44,H8_K100_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,47.222222222222214,,6.847778416809258,,1.6652380771701962
44,19,H8_K2_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,44.44444444444444,,0.05232034429903898,,1.5354228876070755
45,23,H8_K2_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,44.44444444444444,,0.04990740635062139,,2.3815011942283446
46,20,(legacy_F2)H8_K2_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,41.66666666666667,,0.04940915735074775,,1.6838644540907826
47,32,H8_K20_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,41.66666666666667,,1.3697430910397521,,1.8851561395561967
48,52,H8_K50_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,41.66666666666667,,2.923315697271731,,1.5863864119516775
49,33,H8_K20_Mrk4_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,38.88888888888889,,1.5537797874973425,,3.6926307289625693
50,31,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,36.111111111111114,,0.5597170775187599,,2.1420637423805844
51,42,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,36.111111111111114,,0.5416661307658616,,2.1420843576452064
52,8,H8_K1_T0.5_Dmodels.GaussianDiffusion,33.33333333333333,,0.03230712276475573,,2.6469204726694575
53,35,H8_K40_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,30.555555555555557,,2.790282780851902,,2.1900579320587825
54,18,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,30.555555555555554,,0.5344827706469627,,2.7790060456097807
55,34,H8_K2_Mrk4_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,25.0,,0.0953542557051677,,3.025688062280026
56,43,H8_K2_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,25.0,,0.09751362807901319,,2.8743731104295254
57,41,H8_K10_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,19.444444444444443,,0.8382026732419394,,4.05544104000454
58,37,H8_K10_Meuler_Dflow_matcher_v3_imeanflow.models.iMFDiffusion,16.666666666666664,,0.41181408954930165,,4.6254939379311795
59,38,H8_K1_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,0.0,,0.09063100364978371,,5.489816290886042
60,39,H8_K2_Meuler_T0.5_Dflow_matcher_v3_imeanflow.models.iMeanFlowODE,0.0,,0.11097103878911581,,5.663483366264396
